@relation set-sample

@attribute question string
@attribute class {rsp1, rsp2, rsp3, rsp4, rsp5, rsp6, rsp7, rsp8, rsp9, rsp10, rsp11, rsp12, rsp13 ,rsp14, rsp15, rsp16, rsp17, rsp18, rsp19, rsp20, rsp21, rsp22, rsp23, rsp24, rsp25, rsp26, rsp27, rsp28 ,rsp29, rsp30, rsp31, rsp32, rsp33, rsp34, rsp35, rsp36, rsp37, rsp38, rsp39, rsp40, rsp41, rsp42, rsp43, rsp44, rsp45, rsp46, rsp47, rsp48, rsp49, rsp50, rsp51, rsp52, rsp53, rsp54, rsp55, rsp56, rsp57, rsp58, rsp59, rsp60, rsp61, rsp62, rsp63, rsp64, rsp65, rsp66, rsp67, rsp68, rsp69, rsp70, rsp71, rsp72, rsp73, rsp74, rsp75, rsp76, rsp77, rsp78, rsp79, rsp80, rsp81, rsp82, rsp83, rsp84, rsp85, rsp86, rsp87, rsp88, rsp89, rsp90, rsp91, rsp92, rsp93, rsp94, rsp95, rsp96, rsp97, rsp98, rsp99, rsp100 ,rsp101, rsp103, rsp104, rsp105, rsp106, rsp107, rsp108, rsp109, rsp110, rsp111, rsp112, rsp113, rsp115, rsp116, rsp117, rsp118}

@data
'Başka ülkeden öğrenci olarak geldim kayıt için ne yapmalıyım?',rsp77
'Başka ülkeden öğrenci olarak geldim kayıt için ne yapmam lazım?',rsp77
'Başka ülkeden öğrenci olarak geldim kaydımı nasıl yapmam lazım?',rsp77
'Başka ülkeden öğrenci olarak geldim kaydımı nasıl yapmam gerekiyor?',rsp77
'Başka ülkeden öğrenci olarak geldim kaydımı nasıl yaparım?',rsp77
'Yurt dışından geldim kayıt yaptırmak istiyorum.',rsp77
'Yurt dışından geldim nasıl kayıt yaptırırım?',rsp77
'Yurt dışından geldim kayıt için ne yapmalıyım?',rsp77
'Yurt dışından geldim kayıt için ne yapmam lazım?',rsp77
'Yurt dışından geldim kaydımı nasıl yapmam lazım?',rsp77
'Yurt dışından geldim kaydımı nasıl yapmam gerekiyor?',rsp77
'Yurt dışından geldim kaydımı nasıl yaparım?',rsp77
'Yurt dışından öğrenci olarak geldim kayıt yaptırmak istiyorum.',rsp77
'Yurt dışından öğrenci olarak geldim nasıl kayıt yaptırırım?',rsp77
'Yurt dışından öğrenci olarak geldim kayıt için ne yapmalıyım?',rsp77
'Yurt dışından öğrenci olarak geldim kayıt için ne yapmam lazım?',rsp77
'Yurt dışından öğrenci olarak geldim kaydımı nasıl yapmam lazım?',rsp77
'Yurt dışından öğrenci olarak geldim kaydımı nasıl yapmam gerekiyor?',rsp77
'Yurt dışından öğrenci olarak geldim kaydımı nasıl yaparım?',rsp77
'Yabancı uyruklu öğrenciler için türkçe hazırlık sınavı var mı?',rsp78
'Yabancı uyruklu öğrenciler için türkçe hazırlık sınavı oluyor mu?',rsp78
'Yabancı uyruklu öğrenciler için türkçe hazırlık sınavı gerekli mi?',rsp78
'Yabancı uyruklu öğrenciler için türkçe hazırlık sınavı lazım mı?',rsp78
'Yabancı öğrenciler için türkçe hazırlık sınavı var mı?',rsp78
'Yabancı öğrenciler için türkçe hazırlık sınavı oluyor mu?',rsp78
'Yabancı öğrenciler için türkçe hazırlık sınavı gerekli mi?',rsp78
'Yabancı öğrenciler için türkçe hazırlık sınavı lazım mı?',rsp78
'Başka ülkeden geldim türkçe hazırlık sınavı var mı?',rsp78
'Başka ülkeden geldim türkçe hazırlık sınavı oluyor mu?',rsp78
'Başka ülkeden geldim türkçe hazırlık sınavı gerekli mi?',rsp78
'Başka ülkeden geldim türkçe hazırlık sınavı lazım mı?',rsp78
'Başka ülkeden öğrenci olarak geldim türkçe hazırlık sınavı var mı?',rsp78
'Başka ülkeden öğrenci olarak geldim türkçe hazırlık sınavı oluyor mu?',rsp78
'Başka ülkeden öğrenci olarak geldim türkçe hazırlık sınavı gerekli mi?',rsp78
'Başka ülkeden öğrenci olarak geldim türkçe hazırlık sınavı lazım mı?',rsp78
'Yurt dışından öğrenci olarak geldim türkçe hazırlık sınavı var mı?',rsp78
'Yurt dışından öğrenci olarak geldim türkçe hazırlık sınavı oluyor mu?',rsp78
'Yurt dışından öğrenci olarak geldim türkçe hazırlık sınavı gerekli mi?',rsp78
'Yurt dışından öğrenci olarak geldim türkçe hazırlık sınavı lazım mı?',rsp78
'Yurt dışından geldim  türkçe hazırlık sınavı var mı?',rsp78
'Yurt dışından geldim türkçe hazırlık sınavı oluyor mu?',rsp78
'Yurt dışından geldim türkçe hazırlık sınavı gerekli mi?',rsp78
'Yurt dışından geldim türkçe hazırlık sınavı lazım mı?',rsp78
'Zorunlu ingilizce dersi için muafiyet sınavı var mı?',rsp79
'Zorunlu ingilizce dersi için muafiyet sınavı oluyor mu?',rsp79
'Zorunlu ingilizce dersi için muafiyet sınavı gerekli mi?',rsp79
'Zorunlu ingilizce dersi için muafiyet sınavı oluyor mu?',rsp79
'Zorunlu ingilizce için muafiyet sınavı var mı?',rsp79
'Zorunlu ingilizce için muafiyet sınavı oluyor mu?',rsp79
'Zorunlu ingilizce için muafiyet sınavı gerekli mi?',rsp79
'Zorunlu ingilizce için muafiyet sınavı oluyor mu?',rsp79
'İngilizce dersi için muafiyet sınavı var mı?',rsp79
'İngilizce dersi için muafiyet sınavı oluyor mu?',rsp79
'İngilizce dersi için muafiyet sınavı gerekli mi?',rsp79
'İngilizce dersi için muafiyet sınavı oluyor mu?',rsp79
'Zorunlu ingilizce dersi muafiyet sınavı ne zaman?',rsp80
'Zorunlu ingilizce dersi muafiyet sınavı hangi tarihte?'rsp80
'Zorunlu ingilizce dersi muafiyet sınavı hangi dönemde?',rsp80
'Zorunlu ingilizce dersi muafiyet sınavı hangi zaman aralığında?',rsp80
'Zorunlu ingilizce dersi için muafiyet sınavı ne zaman?',rsp80
'Zorunlu ingilizce dersi için muafiyet sınavı hangi tarihte?',rsp80
'Zorunlu ingilizce dersi için muafiyet sınavı hangi dönemde?',rsp80
'Zorunlu ingilizce dersi için muafiyet sınavı hangi zaman aralığında?',rsp80
'İngilizce dersi dersi muafiyet sınavı ne zaman?',rsp80
'İngilizce dersi muafiyet sınavı hangi tarihte?',rsp80
'İngilizce dersi muafiyet sınavı hangi dönemde?',rsp80
'İngilizce dersi muafiyet sınavı hangi zaman aralığında?',rsp80
'Yabancı uyruklu öğrenci harcı var mı?',rsp81
'Yabancı uyruklu öğrenci harcı ödemem gerekiyor mu?',rsp81
'Yabancı uyruklu öğrenci harç ücreti var mı?',rsp81
'Yabancı uyruklu öğrenciler için harç ödemesi var mı?',rsp81
'Yabancı uyruklu öğrenciler için harç ödemesi gerekiyor mu?',rsp81
'Yabancı uyruklu öğrenciler için harç ödemesi lazım mı?',rsp81
'Yabancı ülkeden öğrenci olarak geldim harç ödemesi var mı?',rsp81
'Yabancı ülkeden öğrenci olarak geldim harç ödemesi gerekiyor mu?',rsp81
'Yabancı ülkeden öğrenci olarak geldim harç ödemesi lazım mı?',rsp81
'Yabancı ülkeden geldim harç ödemesi var mı?',rsp81
'Yabancı ülkeden geldim harç ödemesi gerekiyor mu?',rsp81
'Yabancı ülkeden geldim harç ödemesi lazım mı?',rsp81
'Başka ülkeden geldim harç ödemesi var mı?',rsp81
'Başka ülkeden geldim harç ödemesi gerekiyor mu?',rsp81
'Başka ülkeden geldim harç ödemesi lazım mı?',rsp81
'Başka ülkeden öğrenci olarak geldim harç ödemesi var mı?',rsp81
'Başka ülkeden öğrenci olarak geldim harç ödemesi gerekiyor mu?',rsp81
'Başka ülkeden öğrenci olarak geldim harç ödemesi lazım mı?',rsp81
'Yurt dışından geldim harç ödemesi var mı?',rsp81
'Yurt dışından geldim harç ödemesi gerekiyor mu?',rsp81
'Yurt dışından geldim harç ödemesi lazım mı?',rsp81
'Yurt dışından öğrenci olarak geldim harç ödemesi var mı?',rsp81
'Yurt dışından öğrenci olarak geldim harç ödemesi gerekiyor mu?',rsp81
'Yurt dışından öğrenci olarak geldim harç ödemesi lazım mı?',rsp81
'Yabancı uyruklu öğrenci eğitim ücreti var mı?',rsp81
'Yabancı uyruklu öğrenci eğitim ücreti gerekiyor mu?',rsp81
'Yabancı uyruklu öğrenci eğitim ücreti var mı?',rsp81
'Yabancı uyruklu öğrenciler için eğitim ücreti var mı?',rsp81
'Yabancı uyruklu öğrenciler için eğitim ücreti gerekiyor mu?',rsp81
'Yabancı uyruklu öğrenciler için eğitim ücreti lazım mı?',rsp81
'Yabancı ülkeden öğrenci olarak geldim eğitim ücreti var mı?',rsp81
'Yabancı ülkeden öğrenci olarak geldim eğitim ücreti gerekiyor mu?',rsp81
'Yabancı ülkeden öğrenci olarak geldim eğitim ücreti lazım mı?',rsp81
'Yabancı ülkeden geldim eğitim ücreti var mı?',rsp81
'Yabancı ülkeden geldim eğitim ücreti gerekiyor mu?',rsp81
'Yabancı ülkeden geldim eğitim ücreti lazım mı?',rsp81
'Başka ülkeden geldim eğitim ücreti var mı?',rsp81
'Başka ülkeden geldim eğitim ücreti gerekiyor mu?',rsp81
'Başka ülkeden geldim eğitim ücreti lazım mı?',rsp81
'Başka ülkeden öğrenci olarak geldim eğitim ücreti var mı?',rsp81
'Başka ülkeden öğrenci olarak geldim eğitim ücreti gerekiyor mu?',rsp81
'Başka ülkeden öğrenci olarak geldim eğitim ücreti lazım mı?',rsp81
'Yurt dışından geldim eğitim ücreti var mı?',rsp81
'Yurt dışından geldim eğitim ücreti gerekiyor mu?',rsp81
'Yurt dışından geldim eğitim ücreti lazım mı?',rsp81
'Yurt dışından öğrenci olarak geldim eğitim ücreti var mı?',rsp81
'Yurt dışından öğrenci olarak geldim eğitim ücreti gerekiyor mu?',rsp81
'Yurt dışından öğrenci olarak geldim eğitim ücreti lazım mı?',rsp81
'Yabancı uyruklu öğrenci harcı ne kadar?',rsp82
'Yabancı uyruklu öğrenci harç ödemesi ne kadar',rsp82
'Yabancı uyruklu öğrenci harç ücreti ne kadar?',rsp82
'Yabancı uyruklu öğrenciler için harç ödemesi ne kadar?',rsp82
'Yabancı uyruklu öğrenciler için harç ödemesi ne kadar',rsp82
'Yabancı uyruklu öğrenciler için harç ücreti ne kadar?',rsp82
'Yabancı ülkeden öğrenci olarak geldim harcı ne kadar?',rsp82
'Yabancı ülkeden öğrenci olarak geldim harç ödemesi ne kadar?',rsp82
'Yabancı ülkeden öğrenci olarak geldim harç ücreti ne kadar?',rsp82
'Yabancı ülkeden geldim harcı ne kadar?',rsp82
'Yabancı ülkeden geldim harç ödemesi ne kadar?',rsp82
'Yabancı ülkeden geldim harç ücreti ne kadar?',rsp82
'Başka ülkeden geldim harcı ne kadar?',rsp82
'Başka ülkeden geldim harç ödemesi ne kadar?',rsp82
'Başka ülkeden geldim harç ücreti ne kadar?',rsp82
'Başka ülkeden öğrenci olarak geldim harcı ne kadar?',rsp82
'Başka ülkeden öğrenci olarak geldim harç ödemesi ne kadar?',rsp82
'Başka ülkeden öğrenci olarak geldim harç ücreti ne kadar?',rsp82
'Yurt dışından geldim harcı ne kadar?',rsp82
'Yurt dışından geldim harç ödemesi ne kadar?',rsp82
'Yurt dışından geldim harç ücreti ne kadar?',rsp82
'Yurt dışından öğrenci olarak geldim harcı ne kadar?',rsp82
'Yurt dışından öğrenci olarak geldim harç ödemesi ne kadar?',rsp82
'Yurt dışından öğrenci olarak geldim harç ücreti ne kadar?',rsp82
'Yabancı uyruklu öğrenci eğitim ücreti ne kadar?',rsp82
'Yabancı uyruklu öğrenci eğitim ücreti ödemesi ne kadar?',rsp82
'Yabancı uyruklu öğrenciler için eğitim ücreti ne kadar?',rsp82
'Yabancı uyruklu öğrenciler için eğitim ücreti ödemesi ne kadar?',rsp82
'Yabancı ülkeden öğrenci olarak geldim eğitim ücreti ne kadar?',rsp82
'Yabancı ülkeden öğrenci olarak geldim eğitim ücreti ödemesi ne kadar?',rsp82
'Yabancı ülkeden geldim eğitim ücreti ne kadar?',rsp82
'Yabancı ülkeden geldim eğitim ücreti ödemesi ne kadar?',rsp82
'Başka ülkeden geldim eğitim ücreti ne kadar?',rsp82
'Başka ülkeden geldim eğitim ücreti ödemesi ne kadar?',rsp82
'Başka ülkeden öğrenci olarak geldim eğitim ücreti ne kadar?',rsp82
'Başka ülkeden öğrenci olarak geldim eğitim ücreti ödemesi ne kadar?',rsp82
'Yurt dışından geldim eğitim ücreti ne kadar?',rsp82
'Yurt dışından geldim eğitim ücreti ödemesi ne kadar?',rsp82
'Yurt dışından öğrenci olarak geldim eğitim ücreti ne kadar?',rsp82
'Yurt dışından öğrenci olarak geldim eğitim ücreti ödemesi ne kadar?',rsp82
'3. sınıfta kaç bölüm dersi olur?',rsp83
'3. sınıfta kaç tane bölüm dersi olur?',rsp83
'3. sınıfta kaç tane bölüm dersi seçmeliyim?',rsp83
'3. sınıfta kaç bölüm dersi seçmeliyim?',rsp83
'3. sınıfta ne kadar bölüm dersi seçmeliyim?',rsp83
'3. sınıfta kaç adet bölüm dersi seçmeliyim?',rsp83
'3. sınıfta kaç bölüm dersi alınmalı?',rsp83
'3. sınıfta kaç tane bölüm dersi alınmalı?',rsp83
'3. sınıfta kaç tane bölüm dersi almalıyım?',rsp83
'3. sınıfta kaç bölüm dersi almalıyım?',rsp83
'3. sınıfta ne kadar bölüm dersi almalıyım?',rsp83
'3. sınıfta kaç adet bölüm dersi almalıyım?',rsp83
'3. sınıfta kaç alan dersi olur?',rsp83
'3. sınıfta kaç tane alan dersi olur?',rsp83
'3. sınıfta kaç tane alan dersi seçmeliyim?',rsp83
'3. sınıfta kaç bölüm alan seçmeliyim?',rsp83
'3. sınıfta ne kadar alan dersi seçmeliyim?',rsp83
'3. sınıfta kaç adet alan dersi seçmeliyim?',rsp83
'3. sınıfta kaç alan dersi alınmalı?',rsp83
'3. sınıfta kaç tane alan dersi alınmalı?',rsp83
'3. sınıfta kaç tane alan dersi almalıyım?',rsp83
'3. sınıfta kaç alan dersi almalıyım?',rsp83
'3. sınıfta ne kadar alan dersi almalıyım?',rsp83
'3. sınıfta kaç adet alan dersi almalıyım?',rsp83
'Spor salonunu kullanmak istiyorum',rsp84
'Spor salonunu nasıl kullanırım?',rsp84
'Spor salonunu kullanabilir miyim?',rsp84
'Spor salonunu kullanmak için ne yapmalıyım?',rsp84
'Spor salonunu kullanmak için ne yapmam lazım?',rsp84
'Spor salonunu kullanmak için nereye müracaat etmeliyim?',rsp84
'Spor salonunu kullanmak için bir yere başvurmam gerekiyor mu?',rsp84
'Spor salonunu kullanmak için başvuruyu nereye yapmam gerekir?',rsp84
'Dgs\'ye kaçıncı sınıftan başlanır?',rsp85
'Dgs ile gelirsem kaçıncı sınıftan başlarım?',rsp85
'Dgs ile okulunuza başvuru yaparsam kaçıncı sınıftan başlarım?'rsp85
'Dgs ile gelirsem birinci sınıftan mı başlarım?',rsp85
'Dgs kaydı ne zaman?',rsp86
'Dgs kaydı ne zaman başlıyor?',rsp86
'Dgs kaydı ne zaman bitiyor?',rsp86
'Dgs ile okulunuzu kazandım kayıt tarihleri ne zaman?',rsp86
'Dgs ile okulunuzu kazandım kayıt tarihleri hangi zamanda?',rsp86
'Dgs\'li öğrenciler için kayıt tarihleri ne zaman?',rsp86
'Dgs\'li öğrenciler için kayıt tarihleri hangi zamanda?',rsp86
'Dgs\'li öğrenciler için kayıtlar hangi tarihte?',rsp86
'Dgs\'li öğrenciler için kayıtlar hangi tarihte başlıyor?',rsp86
'Dgs\'li öğrenciler için kayıtlar hangi tarihte bitiyor?',rsp86
'Dgs ile gelen öğrenciler harç öder mi?',rsp87
'Dgs ile gelen öğrenciler eğitim ücreti öder mi?',rsp87
'Dgs\'liler harç öder mi?',rsp87
'Dgs\'liler eğitim ücreti öder mi?',rsp87
'Dgsli öğrenciler ne kadar harç öderler?'rsp87
'Dgsli öğrenciler ne kadar eğitim ücreti öderler öderler?'rsp87
'DGS kaydı için gerekli evraklar nelerdir',rsp88
'DGS kaydı için hangi evraklar gerekir',rsp88
'DGS kaydı için gerekli hangi evrakları temin etmeliyim',rsp88
'DGS kaydı için ne lazım',rsp88
'DGS kaydı için gerekli evraklar nelerdir',rsp88
'DGS kaydı için almam gereken dosyalar nelerdir ',rsp88
'DGS kaydı yapmak için gerekenler',rsp88
'DGS kaydı yapmak istiyorum',rsp88
'DGS kaydı gerekenler listesi',rsp88
'DGS gereken evraklar',rsp88
'yatay geçiş için gerekli evraklar nelerdir',rsp88
'yatay geçiş için gerekli evraklar nelerdir',rsp88
'yatay geçiş kaydı için gerekli belgeler nelerdir',rsp88
'yatay geçiş için hangi dosyalar lazım',rsp88
'Dikey geçis sınavı için yapmam gerekenler nedir',rsp88
'Dikey geçiş sınavı kaydı nasıl olur',rsp88
'Dikey geçiş sınavı gerekli evrak listesi lazım',rsp88
'Dikey geçiş sınavı  için diplomadan başka ne gerekli',rsp88
'Dikey geçiş sınavına kayıt için temin etmem gereken evraklar nelerdir',rsp88
'DGS kaydı için diplomanın aslı mı gerekir'rsp89
'DGS kaydı için diplomanın onaylanması mı gerekir'rsp89
'DGS kaydı için diploma lazım mı'rsp89
'DGS kaydı için diplomanın kopyası olur mu'rsp89
'DGS kaydı için diploma gerekli mi'rsp89
'Dikey geçiş sınavına kayıt için diploma olmasa olur mu'rsp89
'Dikey geçiş sınavına kayıtta diploma şart mı'rsp89
'seçmeli dersten başarısız oldum değiştirebilir miyim',rsp90
'seçmeli dersten başarısız olunca başka ders seçebilir miyim',rsp90
'seçmeli dersimi diğer yıl değiştirebilir miyim',rsp90
'seçmeli dersten başarısız olunca aynı dersi almak zorunda mıyım',rsp90
'proje hocamı nasıl değiştirebilirim',rsp91
'proje hocamı değiştirmek için ne yapmalıyım',rsp91
'başka proje hocası seçebilir miyim',rsp91
'proje grubumu nasıl değiştirebilirim',rsp91
'başka proje grubuna geçebilir miyim',rsp91
'projede diğer gruplara kayıt olabilir miyim',rsp91
'istediğim proje grubuna geçebilir miyim',rsp91
'diğer proje gruplarına geçiş hakkım var mı',rsp91
'bir arkadaşımla proje grubumuzu karşılıklı değiştirebilir miyiz',rsp91
'başkasıyla proje grubumu anlaşmalı değişebilir miyim',rsp91
'istediğim hocanın proje grubuna dahil olabilir miyim',rsp91
'başka proje grubuna katılmam için ne yapmalıyım',rsp91
'projeyi istediğim hocadan alabilir miyim',rsp91
'projeyi değiştirmek için arkadaşımla anlaşmalı yer değişebilir miyiz',rsp91
'arkadaşlarımın olduğu projeye dahil olabilir miyim',rsp91
'projemi değiştirmek istiyorum. başkasıyla grupları değişebilir miyim',rsp91
'proje grubumu değiştirmek için kimden onay almalıyım',rsp91
'proje hocamı istediğim şekilde seçebilir miyim',rsp91
'başka proje hocasının grubuna dahil olmak için ne gerekli',rsp91
'proje için istediğim hocayı seçebilir miyim ',rsp91
'diğer proje gruplarına geçmem mümkün mü',rsp91
'OBS şifremi unuttum ne yapmalıyım',rsp92
'OBS şifremi nasıl öğrenebilirim',rsp92
'OBS şifremi hatırlamıyorum',rsp92
'OBS şifremi nasıl temin edebilirim',rsp92
'OBS şifremi öğrenmek istiyorum',rsp92
'öğrenci bilgi şifremi anımsayamadım.nasıl değiştirebilirim',rsp92
'öğrenci bilgi şifremi nerden bilebilirim',rsp92
'öğrenci bilgi şifremi unutursam nasıl alabilirim',rsp92
'öğrenci bilgi şifremi hatırlayamadım.öğrenebilir miyim',rsp92
'OBS\'ye girmem gerek şifremi bilmiyorum',rsp92
'OBS\'ye giremiyorum şifremi unuttum.yardımcı olabilir misiniz',rsp92
'OBS\'ye giriş şifremi nerden alabilirim',rsp92
'notlarıma nasıl bakabilirim obs şifremi hatırlamıyorum',rsp92
'obs şifremi bilmiyorum notlarımı öğrenebilir miyim',rsp92
'yemekhanede çıkan yemekler nelerdir',rsp93
'yemekhanede neler var',rsp93
'yemekhanede genelde hangi yemekler var',rsp93
'yemek menüsünü öğrenebilir miyim',rsp93
'yemek listesi var mı',rsp93
'aylık yemek listesini istiyorum',rsp93
'bugün yemekhanede hangi yemek var',rsp93
'bugünkü yemek menüsü ne',rsp93
'yemek ücreti ne kadar',rsp94
'yemek paralı mı',rsp94
'yemekhaneye giriş ücretli mi',rsp94
'yemekhaneye ücretsiz girebilir miyim',rsp94
'yemekhane de yemek için kaç para vermem gerekli',rsp94
'yemekhane için vermem gereken miktar',rsp94
'yemek için ücret miktarı kaç tl',rsp94
'nasıl yatay geçiş yapabilirim',rsp95
'yatay geçiş için gerekenler nedir',rsp95
'yatay geçiş yapmak istiyorum nasıl yapabilirim',rsp95
'kaç türlü yatay geçiş var',rsp95
'yatay geçiş nasıl olur',rsp95
'yatay geçiş hakkında bilgi alabilir miyim',rsp95
'yatay geçiş imkanları nedir',rsp95
'yatay geçişler nasıl yapılır',rsp95
'merkezi puana göre yatay geçiş nedir',rsp96
'merkezi puanlı yatay geçiş hangi puanla olur',rsp96
'merkezi puana göre yatay geçiş hakkında bilgi ver',rsp96
'merkezi puana göre yatay geçişte hangi puan önemli',rsp96
'merkezi puana göre yatay geçiş puanı',rsp96
'merkezi yatay geçiş puanı',rsp96
'merkezi yerleştirme puanı ile yatay geçiş nedir ',rsp96
'merkezi yerleştirme puanına göre yatay geçiş nasıl olur ',rsp96
'kurumlar arası yatay geçiş nedir',rsp97
'kurumlar arası yatay geçişte ne önemli',rsp97
'kurumlar arası yatay geçiş hakkında bilgi verebilir misin',rsp97
'üniversiteler arası yatay geçiş nasıl oluyor',rsp97
'üniversiteler arası yatay geçiş neye göre yapılır',rsp97
'üniversite arası yatay geçişte gerekenler ',rsp97
'yurtdışından yatay geçiş nasıl yapılır',rsp98
'yurtdışından yatay geçiş yapmak için gerekenler nedir',rsp98
'yurtdışından yatay geçiş yapmak istiyorum ne yapmam lazım',rsp98
'yurtdışı yatay geçişi için gerekenler',rsp98
'yurtdışından yatay geçişte ne aranır',rsp98
'yurtdışından yatay geçiş başvurusu için neye bakılır',rsp98
'yurtdışından yatay geçiş nasıl olur',rsp98
'yurtdışından yatay geçiş başvurusu yapabilir miyim',rsp98
'yurtdışı yatay geçiş başvurusu hakkında bilgi alabilir miyim',rsp98
'yurtdışından yatay geçişte başvuru hakkım var mı',rsp98
'yurtdışından yatay geçiş yapabilir miyim ',rsp98
'yurtdışından yatay geçiş ile bölüm değiştirmek için başvuru yapabilir miyim ',rsp98
'yatay geçiş ne zaman yapılır',rsp99
'yatay geçiş tarihleri hakkında bilgi verebilir misin',rsp99
'yatay geçiş tarihi en son ne zaman',rsp99
'yatay geçiş zamanı nedir',rsp99
'yatay geçiş hangi tarihler arasında yapılır',rsp99
'merkezi puana göre yatay geçişi hangi tarihlerde yapabilirim',rsp99
'yatay geçiş başvuru tarihi hangi günler arasında yapılır',rsp99
'yatay geçiş hangi tarihlerde olur',rsp99
'yatay geçiş hangi ayda yapılır',rsp99
'kurumlar arası geçiş tarihi ne zaman',rsp100
'kurumlar arası geçiş tarihini öğrenebilir miyim',rsp100
'kurumlar arası geçiş ne zaman yapılır',rsp100
'kurumlar arası geçiş hangi tarihler arasında yapılır',rsp100
'kurumlar arası geçiş zamanı',rsp100
'kurumlar arası geçiş hakkı hangi tarihe kadar',rsp100
'kurumlar arası geçiş tarihleri bilgisini öğrenebilir miyim',rsp100
'yatay geçişte kaçıncı sınıftan başlarım',rsp101
'yatay geçişte kaldığım yerden devam eder miyim',rsp101
'yatay geçişte hangi sınıftan başlarım',rsp101
'yatay geçişte aynı sınıftan devam edebilir miyim',rsp101
'yatay geçiş yaparsam hangi sınıftan başlarım',rsp101
'yatay geçiş yaptığımda sınıfım nasıl belli olur',rsp101
'yatay geçiş yaptığımda sınıfım değişir mi',rsp101
'yatay geçiş yaparsam aynı yıldan devam eder miyim',rsp101
'yatay geçişte sınıf nasıl belirlenir',rsp101
'yatay geçişte sınıfım kaç olur',rsp101
'yatay geçişle kaçıncı sınıf olurum',rsp101
'yatay geçiş yaptığımda hangi sınıftan devam ederim',rsp101
'yatay geçişte yıl kaybeder miyim ',rsp101
'yatay geçişte kaçıncı sınıftan başlarım',rsp101
'Staj türleri nelerdir ?',rsp103
'Hangi tür staj yapabilirim ?',rsp103
'hangi türlerde staj yapabilirim?',rsp103
'hangi tür staj var ?',rsp103
'hangi konuda staj yapabilirim?',rsp103
'hangi konularda staj var ?',rsp103
'hangi tarz staj yapabilirim?',rsp103
'hangi tarz stajlar var ?',rsp103
'hangi stajlar var ?',rsp103
'hangi alanda staj yapabilirim?',rsp103
'hangi alanda staj var ?',rsp103
'ne tür staj yapabilirim ?',rsp103
'ne tür stajlar var ?',rsp103
'ne konu da stajlar var ?',rsp103
'ne türlerde staj yapabilirim?',rsp103
'ne konularda staj var ?',rsp103
'ne tarz stajlar var ?',rsp103
'ne stajları var ?',rsp103
'kaç tür staj var ?',rsp103
'kaç tane staj türü var ?',rsp103
'kaç tarz staj yapabilirim?',rsp103
'kaç tarz staj var ?',rsp103
'staj türü var mı ?',rsp103
'Stajların türü nelerdir ?',rsp103
'staj türleri var mı ?',rsp103
'stajımı hangi alanda yapabilirim?',rsp103
'nasıl stajlar var ?',rsp103
'nasıl alanlarda staj yapabilirim?',rsp103
'staj süresi ne kadardır',rsp104
'Ne kadar gün staj yapmam lazım ?',rsp104
'Ne kadar staj yapabilirim ?',rsp104
'ne kadar süre staj yapmalıyım ?',rsp104
'ne kadar saat staj yapmam gerekiyor ?',rsp104
'kaç gün staj yapmalıyım ?',rsp104
'kaç gün staj zorunlu ?',rsp104
'kaç saat staj yapmalıyım ?',rsp104
'kaç hafta staj yapmalıyım ?',rsp104
'kaç saat staj yapmalıyım ?',rsp104
'kaç ay staj yapmalıyım ?',rsp104
'staj süresi önemli mi ?',rsp104
'staj süresi kaç gün ?',rsp104
'staj süresi kaç saat olmalı?',rsp104
'staj süresi var mı ?',rsp104
'staj kaç gün olmalı ?',rsp104
'staj da kaç saat doldurmalıyım ?',rsp104
'staj kaç hafta olmalıdır',rsp104
'staj kaç ay olmalıdır ?',rsp104
'staj süresi kaç gün olmalı ?',rsp104
'staj ne kadar yapmam lazım ?',rsp104
'staj belli bir süre sürmeli mi ?',rsp104
'önlisans mezunları için staj muafiyeti ne kadardır ',rsp105
'önlisans mezunları için staj muafiyeti kaç gündür ?',rsp105
'önlisans mezunlarına staj muafiyeti var mı ?',rsp105
'önlisans mezunları staj muafiyetinden yararlanabiliyor mu ?',rsp105
'önlisans mezununa staj muafiyeti kaç iş günüdür',rsp105
'önlisans mezunları için staj muafiyeti ne kadar süredir ?',rsp105
'önlisans mezunları için kaç saat staj muafiyeti var ?',rsp105
'önlisans mezunları kaç gün staj muafiyet vardır ?',rsp105
'önlisans mezunları ne kadar süre staj muafiyeti var ?',rsp105
'önlisans mezunları ne kadar gün staj muafiyeti var ?',rsp105
'önlisans mezunları ne kadar staj muafiyeti var ?',rsp105
'önlisans mezunları staj muafiyeti kaçtır ?',rsp105
'önlisans mezunları stajdan muaf mıdır ?',rsp105
'önlisans mezunları stajdan ne kadar muaftır ?',rsp105
'önlisans mezunları stajdan kaç gün muaftır ?',rsp105
'önlisans mezunları stajdan muaf mıdır ?',rsp105
'önlisans mezunlarına staj muafiyeti kaç gündür ?',rsp105
'önlisanstan gelene staj muafiyeti kaç gündür ?',rsp105
'önlisanstan gelene staj muafiyeti var mı ?',rsp105
'önlisanstan gelene staj muafiyetinden yararlanabiliyor mu ?',rsp105
'önlisanstan gelene staj muafiyeti kaç iş günüdür',rsp105
'önlisanstan gelene için staj muafiyeti ne kadar süredir ?',rsp105
'önlisanstan gelene kaç saat staj muafiyeti var ?',rsp105
'önlisanstan gelene kaç gün staj muafiyet vardır ?',rsp105
'önlisanstan gelene ne kadar süre staj muafiyeti var ?',rsp105
'önlisanstan gelene ne kadar gün staj muafiyeti var ?',rsp105
